module	name	class	n_steps	pC3_alone	rest_of_genome	whole_genome	pC3_unique_complete	pC3_raises_completeness
M00814	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	8	0.0000	0.0000	0.0000	0	0
M00815	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	9	0.0000	0.0000	0.0000	0	0
M00819	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	7	0.0000	0.0000	0.0000	0	0
M00823	Chlortetracycline biosynthesis, pretetramide => chlortetracycline	Pathway modules; Biosynthesis of terpenoids and polyketides; Type II polyketide biosynthesis	8	0.0000	0.0000	0.0000	0	0
M00824	9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core	Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis	2	0.0000	0.0000	0.0000	0	0
M00825	10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core	Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis	2	0.0000	0.0000	0.0000	0	0
M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA	Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis	6	0.0000	0.0000	0.0000	0	0
M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP	Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis	6	0.0000	0.0000	0.0000	0	0
M00828	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP	Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis	4	0.0000	0.0000	0.0000	0	0
M00829	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA	Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis	3	0.0000	0.0000	0.0000	0	0
M00830	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA	Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis	4	0.0000	0.0000	0.0000	0	0
M00831	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA	Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis	5	0.0000	0.0000	0.0000	0	0
M00832	Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP	Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis	5	0.0000	0.0000	0.0000	0	0
M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin	Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis	10	0.0000	0.0000	0.0000	0	0
M00834	Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP	Pathway modules; Biosynthesis of terpenoids and polyketides; Enediyne biosynthesis	5	0.0000	0.0000	0.0000	0	0
M00835	Pyocyanine biosynthesis, chorismate => pyocyanine	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	7	0.1429	0.1429	0.1429	0	0
M00836	Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	4	0.0000	0.0000	0.0000	0	0
M00837	Prodigiosin biosynthesis, L-proline => prodigiosin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	10	0.0000	0.0000	0.0000	0	0
M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	10	0.0000	0.0000	0.0000	0	0
M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	6	0.0000	0.3333	0.3333	0	0
M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	5	0.0000	0.0000	0.0000	0	0
M00842	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	3	0.0000	0.3333	0.3333	0	0
M00843	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	3	0.0000	0.3333	0.3333	0	0
M00844	Arginine biosynthesis, ornithine => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	3	0.3333	1.0000	1.0000	0	0
M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	7	0.1429	0.2857	0.2857	0	0
M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	6	0.0000	0.6667	0.6667	0	0
M00847	Heme biosynthesis, archaea, siroheme => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	3	0.0000	0.0000	0.0000	0	0
M00848	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	8	0.0000	0.0000	0.0000	0	0
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	6	0.0000	0.0000	0.0000	0	0
M00850	Vibrio cholerae pathogenicity signature, cholera toxins	Signature modules; Gene set; Pathogenicity	6	0.0000	0.0000	0.0000	0	0
M00851	Carbapenem resistance	Signature modules; Gene set; Drug resistance	1	0.0000	0.0000	0.0000	0	0
M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	Signature modules; Gene set; Pathogenicity	14	0.0000	0.0000	0.0000	0	0
M00853	ETEC pathogenicity signature, colonization factors	Signature modules; Gene set; Pathogenicity	4	0.0000	0.0000	0.0000	0	0
M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	2	0.5000	0.0000	0.5000	0	1
M00855	Glycogen degradation, glycogen => glucose-6P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	3	0.0000	0.0000	0.0000	0	0
M00856	Salmonella enterica pathogenicity signature, typhoid toxin	Signature modules; Gene set; Pathogenicity	4	0.0000	0.0000	0.0000	0	0
M00857	Salmonella enterica pathogenicity signature, Vi antigen	Signature modules; Gene set; Pathogenicity	7	0.0000	0.0000	0.0000	0	0
M00859	Bacillus anthracis pathogenicity signature, anthrax toxin	Signature modules; Gene set; Pathogenicity	3	0.0000	0.0000	0.0000	0	0
M00860	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	Signature modules; Gene set; Pathogenicity	7	0.0000	0.0000	0.0000	0	0
M00861	beta-Oxidation, peroxisome, VLCFA	Pathway modules; Lipid metabolism; Fatty acid metabolism	3	0.0000	0.0000	0.0000	0	0
M00862	beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA	Pathway modules; Lipid metabolism; Sterol biosynthesis	3	0.0000	0.0000	0.0000	0	0
M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	9	0.0000	0.4444	0.4444	0	0
M00867	KDO2-lipid A modification pathway	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	5	0.0000	0.0000	0.0000	0	0
M00868	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	8	0.0000	0.5000	0.5000	0	0
M00872	O-glycan biosynthesis, mannose type (core M3)	Pathway modules; Glycan metabolism; Glycan biosynthesis	10	0.0000	0.0000	0.0000	0	0
M00873	Fatty acid biosynthesis in mitochondria, animals	Pathway modules; Lipid metabolism; Fatty acid metabolism	6	0.0000	0.0000	0.0000	0	0
M00874	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules; Lipid metabolism; Fatty acid metabolism	6	0.0000	0.0000	0.0000	0	0
M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	7	0.0000	0.0000	0.0000	0	0
M00876	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	3	0.0000	0.0000	0.0000	0	0
M00877	Kanosamine biosynthesis, glucose 6-phosphate => kanosamine	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	3	0.0000	0.0000	0.0000	0	0
M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	7	0.0000	0.0000	0.0000	0	0
M00879	Arginine succinyltransferase pathway, arginine => glutamate	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	5	0.0000	0.6000	0.6000	0	0
M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	3	0.3333	0.3333	0.3333	0	0
M00881	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	2	0.0000	0.5000	0.5000	0	0
M00882	Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	2	0.0000	0.5000	0.5000	0	0
M00883	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	3	0.0000	0.3333	0.3333	0	0
M00884	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	2	0.0000	0.5000	0.5000	0	0
M00885	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)	Pathway modules; Lipid metabolism; Fatty acid metabolism	5	0.0000	0.0000	0.0000	0	0
M00886	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)	Pathway modules; Lipid metabolism; Fatty acid metabolism	6	0.0000	0.0000	0.0000	0	0
M00887	Mycolic acid biosynthesis, meromycolic acid + alpha-carboxyacyl-CoA + trehalose => TMM => TDM/mAGP/GMM	Pathway modules; Lipid metabolism; Fatty acid metabolism	5	0.0000	0.0000	0.0000	0	0
M00888	Galactofuranan biosynthesis, decaprenyl phosphate + UDP-GlcNAc (+ dTDP-Rha/UDP-Galf) => GL-5	Pathway modules; Glycan metabolism; Other polysaccharide metabolism	4	0.0000	0.0000	0.0000	0	0
M00889	Puromycin biosynthesis, ATP => puromycin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	9	0.0000	0.0000	0.0000	0	0
M00890	Roseoflavin biosynthesis, FMN => roseoflavin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	2	0.0000	0.0000	0.0000	0	0
M00891	Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other fungal compounds	3	0.0000	0.0000	0.0000	0	0
M00892	UDP-GlcNAc biosynthesis, eukaryotes, Fru-6P => UDP-GlcNAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	4	0.0000	0.2500	0.2500	0	0
M00893	Lovastatin biosynthesis, malonyl-CoA => lovastatin acid	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other fungal compounds	6	0.0000	0.0000	0.0000	0	0
M00894	Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	5	0.0000	0.0000	0.0000	0	0
M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	9	0.0000	0.2222	0.2222	0	0
M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	4	0.0000	0.2500	0.2500	0	0
M00897	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	5	0.0000	0.2000	0.2000	0	0
M00898	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	5	0.0000	0.0000	0.0000	0	0
M00899	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	2	0.0000	0.0000	0.0000	0	0
M00900	Crocin biosynthesis, crocetin => crocin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	2	0.0000	0.0000	0.0000	0	0
M00901	Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other fungal compounds	4	0.0000	0.0000	0.0000	0	0
M00902	Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	7	0.0000	0.0000	0.0000	0	0
M00903	Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	6	0.0000	0.1667	0.1667	0	0
M00904	Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	3	0.0000	0.0000	0.0000	0	0
M00905	Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	3	0.0000	0.0000	0.0000	0	0
M00906	Ethynylserine biosynthesis, lysine => ethynylserine	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	5	0.0000	0.0000	0.0000	0	0
M00909	UDP-GlcNAc biosynthesis, prokaryotes, Fru-6P => UDP-GlcNAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.3333	0.3333	0	0
M00910	Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	3	0.0000	0.0000	0.0000	0	0
M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	8	0.0000	0.2500	0.2500	0	0
M00912	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	8	0.0000	0.3750	0.3750	0	0
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	5	0.0000	0.4000	0.4000	0	0
M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	7	0.0000	0.1429	0.1429	0	0
M00915	Caffeine degradation, caffeine => xanthine	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	3	0.0000	0.0000	0.0000	0	0
M00916	Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	1	0.0000	0.0000	0.0000	0	0
M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol	Pathway modules; Lipid metabolism; Sterol biosynthesis	13	0.0000	0.0000	0.0000	0	0
M00918	Aerobactin biosynthesis, lysine => aerobactin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	4	0.0000	0.0000	0.0000	0	0
M00919	Ectoine degradation, ectoine => aspartate	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	4	0.5000	0.0000	0.5000	0	1
M00921	Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	4	0.0000	0.0000	0.0000	0	0
M00922	CMP-Neu5Ac biosynthesis, bacteria, UDP-GlcNAc => CMP-Neu5Ac	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.0000	0.0000	0	0
M00923	UDP-L-FucNAc biosynthesis, UDP-GlcNAc => UDP-L-FucNAc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.0000	0.0000	0	0
M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	11	0.0000	0.3636	0.3636	0	0
M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	11	0.0000	0.2727	0.2727	0	0
M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	9	0.0000	0.5556	0.5556	0	0
M00927	Gibberellin A12 biosynthesis, plants, GAPP => GA12	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	4	0.0000	0.0000	0.0000	0	0
M00928	Gibberellin A4/A1 biosynthesis, plants, GA12/GA53 => GA4/GA1	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	2	0.0000	0.0000	0.0000	0	0
M00929	Gibberellin A1 biosynthesis, GGPP => GA1	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid biosynthesis	5	0.0000	0.0000	0.0000	0	0
M00930	Menaquinone biosynthesis, futalosine pathway	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	6	0.0000	0.0000	0.0000	0	0
M00931	Menaquinone biosynthesis, modified futalosine pathway	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	5	0.0000	0.0000	0.0000	0	0
M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	7	0.0000	0.0000	0.0000	0	0
M00933	Plastoquinone biosynthesis, homogentisate + solanesyl-PP => plastoquinol	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	2	0.0000	0.0000	0.0000	0	0
M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	Pathway modules; Biosynthesis of terpenoids and polyketides; Macrolide biosynthesis	7	0.0000	0.0000	0.0000	0	0
M00935	Methanofuran biosynthesis	Pathway modules; Energy metabolism; Methane metabolism	6	0.0000	0.0000	0.0000	0	0
M00936	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	4	0.0000	0.0000	0.0000	0	0
M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other fungal compounds	14	0.0000	0.0000	0.0000	0	0
M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	5	0.0000	0.4000	0.4000	0	0
M00939	Pyrimidine degradation, uracil => 3-hydroxypropanoate	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	5	0.0000	0.2000	0.2000	0	0
M00940	Flavanone biosynthesis, p-coumaroyl-CoA => liquiritigenin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	2	0.0000	0.0000	0.0000	0	0
M00941	Isoflavone biosynthesis, liquiritigenin/naringenin => daidzein/genistein	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	2	0.0000	0.0000	0.0000	0	0
M00942	Pterocarpan biosynthesis, daidzein => medicarpin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	5	0.0000	0.0000	0.0000	0	0
M00943	Reticuline biosynthesis, dopamine + 4HPAA => (S)-reticuline	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	5	0.0000	0.0000	0.0000	0	0
M00944	Morphine biosynthesis, (S)-reticuline => morphine	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	8	0.0000	0.0000	0.0000	0	0
M00945	Sanguinarine biosynthesis, (S)-reticuline => sanguinarine	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	7	0.0000	0.0000	0.0000	0	0
M00946	Noscapine biosynthesis, (S)-reticuline => noscapine	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	11	0.0000	0.0000	0.0000	0	0
M00947	D-Arginine racemization, D-arginine => L-arginine	Pathway modules; Amino acid metabolism; Other amino acid metabolism	2	0.0000	0.5000	0.5000	0	0
M00948	Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate	Pathway modules; Amino acid metabolism; Other amino acid metabolism	4	0.0000	0.7500	0.7500	0	0
M00949	Staphylopine biosynthesis, L-histidine => staphylopine	Pathway modules; Amino acid metabolism; Other amino acid metabolism	3	0.0000	0.0000	0.0000	0	0
M00950	Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	4	0.0000	0.5000	0.5000	0	0
M00951	Cremeomycin biosynthesis, aspartate/3,4-AHBA => cremeomycin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	5	0.0000	0.0000	0.0000	0	0
M00952	Benzoxazinoid biosynthesis, indoleglycerol phosphate => DIMBOA-glucoside	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	8	0.0000	0.0000	0.0000	0	0
M00953	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	5	0.0000	0.2000	0.2000	0	0
M00954	CMP-KDN biosynthesis, Man-6P => CMP-KDN	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	3	0.0000	0.0000	0.0000	0	0
M00955	CMP-Neu5Ac/Neu5Gc biosynthesis, animals, UDP-GlcNAc => CMP-Neu5Ac => CMP-Neu5Gc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	4	0.0000	0.0000	0.0000	0	0
M00956	Lysine degradation, bacteria, L-lysine => succinate	Pathway modules; Amino acid metabolism; Lysine metabolism	7	0.0000	0.0000	0.0000	0	0
M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	Pathway modules; Amino acid metabolism; Lysine metabolism	5	0.0000	0.0000	0.0000	0	0
M00958	Adenine ribonucleotide degradation, AMP => Urate	Pathway modules; Nucleotide metabolism; Purine metabolism	3	0.0000	0.3333	0.3333	0	0
M00959	Guanine ribonucleotide degradation, GMP => Urate	Pathway modules; Nucleotide metabolism; Purine metabolism	4	0.0000	0.7500	0.7500	0	0
M00960	Lysine degradation, bacteria, L-lysine => D-lysine => succinate	Pathway modules; Amino acid metabolism; Lysine metabolism	9	0.0000	0.4444	0.4444	0	0
M00961	Betacyanin biosynthesis, L-tyrosine => amaranthin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	4	0.0000	0.2500	0.2500	0	0
M00962	Psilocybin biosynthesis, tryptophan => psilocybin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	4	0.0000	0.0000	0.0000	0	0
M00963	Chanoclavine aldehyde biosynthesis, tryptophan => chanoclavine-I aldehyde	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	3	0.0000	0.0000	0.0000	0	0
M00964	Fumigaclavine biosynthesis, chanoclavine-I aldehyde => fumigaclavine C	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	4	0.0000	0.0000	0.0000	0	0
M00965	Vinblastine biosynthesis, geissoschizine => vinblastine	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	16	0.0000	0.0000	0.0000	0	0
M00966	Equol biosynthesis, daidzein => equol	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	4	0.0000	0.0000	0.0000	0	0
M00967	Flavone degradation, luteolin/apigenin => DHCA/phloretate	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	3	0.0000	0.0000	0.0000	0	0
M00968	Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	3	0.0000	0.0000	0.0000	0	0
M00969	Fumagillin biosynthesis, farnesyl-PP => fumagillin	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	8	0.0000	0.0000	0.0000	0	0
M00970	Proline degradation, proline => glutamate	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	1	0.0000	0.0000	0.0000	0	0
M00971	QS-7 biosynthesis, 2,3-epoxysqualene => QS-7	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	12	0.0000	0.0000	0.0000	0	0
M00972	Proline metabolism	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	3	0.0000	0.0000	0.0000	0	0
M00973	Anammox, nitrite + ammonia => nitrogen	Pathway modules; Energy metabolism; Nitrogen metabolism	3	0.0000	0.0000	0.0000	0	0
M00974	Betaine metabolism, animals, betaine => glycine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	3	0.0000	0.0000	0.0000	0	0
M00975	Betaine degradation, bacteria, betaine => pyruvate	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	4	0.0000	0.5000	0.5000	0	0
M00976	C19-Steroid hormone biosynthesis, pregnenolone => testosterone => dihydrotestosterone	Pathway modules; Lipid metabolism; Sterol biosynthesis	4	0.0000	0.0000	0.0000	0	0
M00977	C19-Steroid hormone biosynthesis (androgen backdoor pathway), pregnenolone => androsterone => dihydrotestosterone	Pathway modules; Lipid metabolism; Sterol biosynthesis	5	0.0000	0.0000	0.0000	0	0
M00978	Ornithine-ammonia cycle	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	6	0.1667	0.6667	0.6667	0	0
